date	CPU 1	CPU 2	CPU 3	CPU 4
7132	0.00	0.00	0.00	0.06
7133	0.00	0.00	0.00	0.06
7134	0.00	0.00	0.00	0.06
7135	0.00	0.00	0.00	0.06
7136	0.00	0.00	0.00	0.00
7137	0.00	0.00	0.00	0.00
7138	0.00	0.00	0.00	0.00
7139	0.00	0.00	0.00	0.00
7140	0.00	0.00	0.00	0.00
7141	0.00	0.00	0.00	0.00
7142	0.00	0.00	0.00	0.00
7143	0.00	0.00	0.00	0.00
7144	0.00	0.00	0.00	0.00
7145	0.00	0.00	0.00	0.00
7146	0.00	0.00	0.00	0.93
7147	0.00	2.78	2.78	0.93
7148	0.00	2.78	2.78	0.93
7149	0.00	2.78	2.78	0.93
7150	0.00	2.78	2.78	0.93
7151	0.00	2.78	2.78	0.06
7152	0.00	0.19	0.19	0.06
7153	0.00	0.19	0.19	0.06
7154	0.00	0.19	0.19	0.06
7155	0.00	0.19	0.19	0.06
7156	0.00	0.19	0.19	6.55
7157	1.87	4.68	3.74	6.55
7158	1.87	4.68	3.74	6.55
7159	1.87	4.68	3.74	6.55
7160	1.87	4.68	3.74	6.55
7161	1.87	4.68	3.74	1.36
7162	1.06	0.30	0.24	1.36
7163	1.06	0.30	0.24	1.36
7164	1.06	0.30	0.24	1.36
7165	1.06	0.30	0.24	1.36
7166	1.06	0.30	0.24	1.00
7167	0.06	0.00	0.00	1.00
7168	0.06	0.00	0.00	1.00
7169	0.06	0.00	0.00	1.00
7170	0.06	0.00	0.00	1.00
7171	0.06	0.00	0.00	0.06
7172	0.00	0.00	0.00	0.06
7173	0.00	0.00	0.00	0.06
7174	0.00	0.00	0.00	0.06
7175	0.00	0.00	0.00	0.06
7176	0.00	0.00	0.00	0.00
7177	0.00	0.00	0.00	0.00
7178	0.00	0.00	0.00	0.00
7179	0.00	0.00	0.00	0.00
7180	0.00	0.00	0.00	0.00
7181	0.00	0.00	0.00	0.00
7182	0.00	0.00	0.00	0.00
7183	0.00	0.00	0.00	0.00
7184	0.00	0.00	0.00	0.00
7185	0.00	0.00	0.00	0.00
7186	0.00	0.00	0.00	0.00
7187	0.00	0.00	0.00	0.00
7188	0.00	0.00	0.00	0.00
7189	0.00	0.00	0.00	0.00
7190	0.00	0.00	0.00	0.00
7191	0.00	0.00	0.00	0.00
7192	0.00	0.00	0.00	0.00
7193	0.00	0.00	0.00	0.00
7194	0.00	0.00	0.00	0.00
7195	0.00	0.00	0.00	0.00
7196	0.00	0.00	0.00	0.00
7197	0.00	0.00	0.00	0.00
7198	0.00	0.00	0.00	0.00
7199	0.00	0.00	0.00	0.00
7200	0.00	0.00	0.00	0.00
7201	0.00	0.00	0.00	0.00
7202	0.00	0.00	0.00	0.00
7203	0.00	0.00	0.00	0.00
7204	0.00	0.00	0.00	0.00
7205	0.00	0.00	0.00	0.00
7206	0.00	0.00	0.00	2.81
7207	0.94	1.88	0.00	2.81
7208	0.94	1.88	0.00	2.81
7209	0.94	1.88	0.00	2.81
7210	0.94	1.88	0.00	2.81
7211	0.94	1.88	0.00	1.13
7212	0.07	2.00	0.00	1.13
7213	0.07	2.00	0.00	1.13
7214	0.07	2.00	0.00	1.13
7215	0.07	2.00	0.00	1.13
7216	0.07	2.00	0.00	1.00
7217	0.00	0.13	0.00	1.00
7218	0.00	0.13	0.00	1.00
7219	0.00	0.13	0.00	1.00
7220	0.00	0.13	0.00	1.00
7221	0.00	0.13	0.00	0.07
7222	0.00	0.00	0.00	0.07
7223	0.00	0.00	0.00	0.07
7224	0.00	0.00	0.00	0.07
7225	0.00	0.00	0.00	0.07
7226	0.00	0.00	0.00	0.00
7227	0.00	0.00	0.00	0.00
7228	0.00	0.00	0.00	0.00
7229	0.00	0.00	0.00	0.00
7230	0.00	0.00	0.00	0.00
7231	0.00	0.00	0.00	0.00
7232	1.87	0.00	0.93	0.00
7233	1.87	0.00	0.93	0.00
7234	1.87	0.00	0.93	0.00
7235	1.87	0.00	0.93	0.00
7236	1.87	0.00	0.93	3.74
7237	0.13	0.00	0.07	3.74
7238	0.13	0.00	0.07	3.74
7239	0.13	0.00	0.07	3.74
7240	0.13	0.00	0.07	3.74
7241	0.13	0.00	0.07	0.27
7242	0.00	0.00	0.00	0.27
7243	0.00	0.00	0.00	0.27
7244	0.00	0.00	0.00	0.27
7245	0.00	0.00	0.00	0.27
7246	0.00	0.00	0.00	0.00
7247	0.00	0.00	0.00	0.00
7248	0.00	0.00	0.00	0.00
7249	0.00	0.00	0.00	0.00
7250	0.00	0.00	0.00	0.00
7251	0.00	0.00	0.00	0.94
7252	0.00	0.00	0.00	0.94
7253	0.00	0.00	0.00	0.94
7254	0.00	0.00	0.00	0.94
7255	0.00	0.00	0.00	0.94
7256	0.00	0.00	0.00	0.06
7257	0.00	0.00	0.00	0.06
7258	0.00	0.00	0.00	0.06
7259	0.00	0.00	0.00	0.06
7260	0.00	0.00	0.00	0.06
7261	0.00	0.00	0.00	0.00
7262	0.00	0.00	0.00	0.00
7263	0.00	0.00	0.00	0.00
7264	0.00	0.00	0.00	0.00
7265	0.00	0.00	0.00	0.00
7266	0.00	0.00	0.00	0.94
7267	0.94	2.81	1.87	0.94
7268	0.94	2.81	1.87	0.94
7269	0.94	2.81	1.87	0.94
7270	0.94	2.81	1.87	0.94
7271	0.94	2.81	1.87	0.07
7272	0.07	0.20	0.13	0.07
7273	0.07	0.20	0.13	0.07
7274	0.07	0.20	0.13	0.07
7275	0.07	0.20	0.13	0.07
7276	0.07	0.20	0.13	0.00
7277	0.00	0.00	0.00	0.00
7278	0.00	0.00	0.00	0.00
7279	0.00	0.00	0.00	0.00
7280	0.00	0.00	0.00	0.00
7281	0.00	0.00	0.00	0.00
7282	0.00	0.00	0.00	0.00
7283	0.00	0.00	0.00	0.00
7284	0.00	0.00	0.00	0.00
7285	0.00	0.00	0.00	0.00
7286	0.00	0.00	0.00	1.88
7287	2.82	2.82	0.00	1.88
7288	2.82	2.82	0.00	1.88
7289	2.82	2.82	0.00	1.88
7290	2.82	2.82	0.00	1.88
7291	2.82	2.82	0.00	0.13
7292	0.20	0.20	0.00	0.13
7293	0.20	0.20	0.00	0.13
7294	0.20	0.20	0.00	0.13
7295	0.20	0.20	0.00	0.13
7296	0.20	0.20	0.00	0.94
7297	0.00	0.00	0.00	0.94
7298	0.00	0.00	0.00	0.94
7299	0.00	0.00	0.00	0.94
7300	0.00	0.00	0.00	0.94
7301	0.00	0.00	0.00	0.07
7302	0.00	0.00	0.00	0.07
7303	0.00	0.00	0.00	0.07
7304	0.00	0.00	0.00	0.07
7305	0.00	0.00	0.00	0.07
7306	0.00	0.00	0.00	0.94
7307	0.00	0.94	0.00	0.94
7308	0.00	0.94	0.00	0.94
7309	0.00	0.94	0.00	0.94
7310	0.00	0.94	0.00	0.94
7311	0.00	0.94	0.00	0.07
7312	0.00	0.07	0.00	0.07
7313	0.00	0.07	0.00	0.07
7314	0.00	0.07	0.00	0.07
7315	0.00	0.07	0.00	0.07
7316	0.00	0.07	0.00	0.00
7317	0.00	0.00	0.00	0.00
7318	0.00	0.00	0.00	0.00
7319	0.00	0.00	0.00	0.00
7320	0.00	0.00	0.00	0.00
7321	0.00	0.00	0.00	0.00
7322	0.00	0.00	0.00	0.00
7323	0.00	0.00	0.00	0.00
7324	0.00	0.00	0.00	0.00
7325	0.00	0.00	0.00	0.00
7326	0.00	0.00	0.00	0.00
7327	0.00	0.00	0.00	0.00
7328	0.00	0.00	0.00	0.00
7329	0.00	0.00	0.00	0.00
7330	0.00	0.00	0.00	0.00
7331	0.00	0.00	0.00	0.93
7332	1.87	0.93	0.00	0.93
7333	1.87	0.93	0.00	0.93
7334	1.87	0.93	0.00	0.93
7335	1.87	0.93	0.00	0.93
7336	1.87	0.93	0.00	0.07
7337	0.13	0.07	0.00	0.07
7338	0.13	0.07	0.00	0.07
7339	0.13	0.07	0.00	0.07
7340	0.13	0.07	0.00	0.07
7341	0.13	0.07	0.00	0.00
7342	0.00	0.00	0.00	0.00
7343	0.00	0.00	0.00	0.00
7344	0.00	0.00	0.00	0.00
7345	0.00	0.00	0.00	0.00
7346	0.00	0.00	0.00	0.00
7347	0.00	0.00	0.00	0.00
7348	0.00	0.00	0.00	0.00
7349	0.00	0.00	0.00	0.00
7350	0.00	0.00	0.00	0.00
7351	0.00	0.00	0.00	0.94
7352	1.88	0.00	0.00	0.94
7353	1.88	0.00	0.00	0.94
7354	1.88	0.00	0.00	0.94
7355	1.88	0.00	0.00	0.94
7356	1.88	0.00	0.00	0.06
7357	0.13	0.00	0.00	0.06
7358	0.13	0.00	0.00	0.06
7359	0.13	0.00	0.00	0.06
7360	0.13	0.00	0.00	0.06
7361	0.13	0.00	0.00	0.00
7362	0.00	0.00	0.00	0.00
7363	0.00	0.00	0.00	0.00
7364	0.00	0.00	0.00	0.00
7365	0.00	0.00	0.00	0.00
7366	0.00	0.00	0.00	0.00
7367	0.00	0.00	0.00	0.00
7368	0.00	0.00	0.00	0.00
7369	0.00	0.00	0.00	0.00
7370	0.00	0.00	0.00	0.00
7371	0.00	0.00	0.00	0.00
7372	0.00	0.00	0.00	0.00
7373	0.00	0.00	0.00	0.00
7374	0.00	0.00	0.00	0.00
7375	0.00	0.00	0.00	0.00
7376	0.00	0.00	0.00	0.00
7377	0.00	0.00	0.00	0.00
7378	0.00	0.00	0.00	0.00
7379	0.00	0.00	0.00	0.00
7380	0.00	0.00	0.00	0.00
7381	0.00	0.00	0.00	0.00
7382	0.00	0.00	0.00	0.00
7383	0.00	0.00	0.00	0.00
7384	0.00	0.00	0.00	0.00
7385	0.00	0.00	0.00	0.00
7386	0.00	0.00	0.00	0.94
7387	1.87	1.87	1.87	0.94
7388	1.87	1.87	1.87	0.94
7389	1.87	1.87	1.87	0.94
7390	1.87	1.87	1.87	0.94
7391	1.87	1.87	1.87	0.06
7392	0.13	0.13	0.13	0.06
7393	0.13	0.13	0.13	0.06
7394	0.13	0.13	0.13	0.06
7395	0.13	0.13	0.13	0.06
7396	0.13	0.13	0.13	0.94
7397	0.00	0.00	0.00	0.94
7398	0.00	0.00	0.00	0.94
7399	0.00	0.00	0.00	0.94
7400	0.00	0.00	0.00	0.94
7401	0.00	0.00	0.00	0.06
7402	0.00	0.00	0.00	0.06
7403	0.00	0.00	0.00	0.06
7404	0.00	0.00	0.00	0.06
7405	0.00	0.00	0.00	0.06
7406	0.00	0.00	0.00	0.00
7407	0.00	0.00	0.00	0.00
7408	0.00	0.00	0.00	0.00
7409	0.00	0.00	0.00	0.00
7410	0.00	0.00	0.00	0.00
7411	0.00	0.00	0.00	0.94
7412	0.00	0.00	0.00	0.94
7413	0.00	0.00	0.00	0.94
7414	0.00	0.00	0.00	0.94
7415	0.00	0.00	0.00	0.94
7416	0.00	0.00	0.00	1.00
7417	0.00	0.00	0.00	1.00
7418	0.00	0.00	0.00	1.00
7419	0.00	0.00	0.00	1.00
7420	0.00	0.00	0.00	1.00
7421	0.00	0.00	0.00	0.06
7422	0.00	0.00	0.00	0.06
7423	0.00	0.00	0.00	0.06
7424	0.00	0.00	0.00	0.06
7425	0.00	0.00	0.00	0.06
7426	0.00	0.00	0.00	0.00
7427	0.00	0.00	0.00	0.00
7428	0.00	0.00	0.00	0.00
7429	0.00	0.00	0.00	0.00
7430	0.00	0.00	0.00	0.00
7431	0.00	0.00	0.00	0.93
7432	0.00	0.00	0.00	0.93
7433	0.00	0.00	0.00	0.93
7434	0.00	0.00	0.00	0.93
7435	0.00	0.00	0.00	0.93
7436	0.00	0.00	0.00	0.06
7437	0.00	0.00	0.00	0.06
7438	0.00	0.00	0.00	0.06
7439	0.00	0.00	0.00	0.06
7440	0.00	0.00	0.00	0.06
7441	0.00	0.00	0.00	0.00
7442	0.00	0.00	0.00	0.00
7443	0.00	0.00	0.00	0.00
7444	0.00	0.00	0.00	0.00
7445	0.00	0.00	0.00	0.00
7446	0.00	0.00	0.00	0.94
7447	0.00	0.00	0.00	0.94
7448	0.00	0.00	0.00	0.94
7449	0.00	0.00	0.00	0.94
7450	0.00	0.00	0.00	0.94
7451	0.00	0.00	0.00	0.06
7452	0.00	0.00	0.00	0.06
7453	0.00	0.00	0.00	0.06
7454	0.00	0.00	0.00	0.06
7455	0.00	0.00	0.00	0.06
7456	0.00	0.00	0.00	0.00
7457	0.00	0.00	0.00	0.00
7458	0.00	0.00	0.00	0.00
7459	0.00	0.00	0.00	0.00
7460	0.00	0.00	0.00	0.00
7461	0.00	0.00	0.00	0.00
7462	0.00	0.00	0.00	0.00
7463	0.00	0.00	0.00	0.00
7464	0.00	0.00	0.00	0.00
7465	0.00	0.00	0.00	0.00
7466	0.00	0.00	0.00	0.00
7467	0.00	0.00	0.00	0.00
7468	0.00	0.00	0.00	0.00
7469	0.00	0.00	0.00	0.00
7470	0.00	0.00	0.00	0.00
7471	0.00	0.00	0.00	0.94
7472	0.00	0.00	0.00	0.94
7473	0.00	0.00	0.00	0.94
7474	0.00	0.00	0.00	0.94
7475	0.00	0.00	0.00	0.94
7476	0.00	0.00	0.00	0.06
7477	0.00	0.00	0.00	0.06
7478	0.00	0.00	0.00	0.06
7479	0.00	0.00	0.00	0.06
7480	0.00	0.00	0.00	0.06
7481	0.00	0.00	0.00	0.00
7482	0.00	0.00	0.00	0.00
7483	0.00	0.00	0.00	0.00
7484	0.00	0.00	0.00	0.00
7485	0.00	0.00	0.00	0.00
7486	0.00	0.00	0.00	0.00
7487	0.00	0.00	0.00	0.00
7488	0.00	0.00	0.00	0.00
7489	0.00	0.00	0.00	0.00
7490	0.00	0.00	0.00	0.00
7491	0.00	0.00	0.00	0.00
7492	0.00	0.00	0.00	0.00
7493	0.00	0.00	0.00	0.00
7494	0.00	0.00	0.00	0.00
7495	0.00	0.00	0.00	0.00
7496	0.00	0.00	0.00	0.00
7497	0.00	0.00	0.00	0.00
7498	0.00	0.00	0.00	0.00
7499	0.00	0.00	0.00	0.00
7500	0.00	0.00	0.00	0.00
7501	0.00	0.00	0.00	0.00
7502	0.00	0.00	0.00	0.00
7503	0.00	0.00	0.00	0.00
7504	0.00	0.00	0.00	0.00
7505	0.00	0.00	0.00	0.00
7506	0.00	0.00	0.00	0.00
7507	1.87	0.00	2.81	0.00
7508	1.87	0.00	2.81	0.00
7509	1.87	0.00	2.81	0.00
7510	1.87	0.00	2.81	0.00
7511	1.87	0.00	2.81	0.93
7512	2.00	0.93	0.20	0.93
7513	2.00	0.93	0.20	0.93
7514	2.00	0.93	0.20	0.93
7515	2.00	0.93	0.20	0.93
7516	2.00	0.93	0.20	0.06
7517	0.13	0.06	0.00	0.06
7518	0.13	0.06	0.00	0.06
7519	0.13	0.06	0.00	0.06
7520	0.13	0.06	0.00	0.06
7521	0.13	0.06	0.00	0.00
7522	0.00	0.00	0.00	0.00
7523	0.00	0.00	0.00	0.00
7524	0.00	0.00	0.00	0.00
7525	0.00	0.00	0.00	0.00
7526	0.00	0.00	0.00	0.00
7527	0.00	0.00	0.00	0.00
7528	0.00	0.00	0.00	0.00
7529	0.00	0.00	0.00	0.00
7530	0.00	0.00	0.00	0.00
7531	0.00	0.00	0.00	1.87
7532	1.87	0.00	0.00	1.87
7533	1.87	0.00	0.00	1.87
7534	1.87	0.00	0.00	1.87
7535	1.87	0.00	0.00	1.87
7536	1.87	0.00	0.00	0.13
7537	0.12	0.00	0.00	0.13
7538	0.12	0.00	0.00	0.13
7539	0.12	0.00	0.00	0.13
7540	0.12	0.00	0.00	0.13
7541	0.12	0.00	0.00	0.00
7542	0.00	0.00	0.00	0.00
7543	0.00	0.00	0.00	0.00
7544	0.00	0.00	0.00	0.00
7545	0.00	0.00	0.00	0.00
7546	0.00	0.00	0.00	0.00
7547	0.00	0.00	0.00	0.00
7548	0.00	0.00	0.00	0.00
7549	0.00	0.00	0.00	0.00
7550	0.00	0.00	0.00	0.00
7551	0.00	0.00	0.00	1.87
7552	0.93	0.00	0.00	1.87
7553	0.93	0.00	0.00	1.87
7554	0.93	0.00	0.00	1.87
7555	0.93	0.00	0.00	1.87
7556	0.93	0.00	0.00	0.13
7557	0.06	0.00	0.00	0.13
7558	0.06	0.00	0.00	0.13
7559	0.06	0.00	0.00	0.13
7560	0.06	0.00	0.00	0.13
7561	0.06	0.00	0.00	0.00
7562	0.00	0.00	0.00	0.00
7563	0.00	0.00	0.00	0.00
7564	0.00	0.00	0.00	0.00
7565	0.00	0.00	0.00	0.00
7566	0.00	0.00	0.00	0.00
7567	0.00	0.00	0.00	0.00
7568	0.00	0.00	0.00	0.00
7569	0.00	0.00	0.00	0.00
7570	0.00	0.00	0.00	0.00
7571	0.00	0.00	0.00	0.93
7572	0.00	0.93	0.93	0.93
7573	0.00	0.93	0.93	0.93
7574	0.00	0.93	0.93	0.93
7575	0.00	0.93	0.93	0.93
7576	0.00	0.93	0.93	0.06
7577	0.00	0.06	0.06	0.06
7578	0.00	0.06	0.06	0.06
7579	0.00	0.06	0.06	0.06
7580	0.00	0.06	0.06	0.06
7581	0.00	0.06	0.06	0.00
7582	0.00	0.00	0.00	0.00
7583	0.00	0.00	0.00	0.00
7584	0.00	0.00	0.00	0.00
7585	0.00	0.00	0.00	0.00
7586	0.00	0.00	0.00	0.00
7587	0.00	0.00	0.00	0.00
7588	0.00	0.00	0.00	0.00
7589	0.00	0.00	0.00	0.00
7590	0.00	0.00	0.00	0.00
7591	0.00	0.00	0.00	0.00
7592	0.00	0.00	0.00	0.00
7593	0.00	0.00	0.00	0.00
7594	0.00	0.00	0.00	0.00
7595	0.00	0.00	0.00	0.00
7596	0.00	0.00	0.00	0.00
7597	0.00	1.87	0.00	0.00
7598	0.00	1.87	0.00	0.00
7599	0.00	1.87	0.00	0.00
7600	0.00	1.87	0.00	0.00
7601	0.00	1.87	0.00	0.00
7602	0.00	0.13	0.00	0.00
7603	0.00	0.13	0.00	0.00
7604	0.00	0.13	0.00	0.00
7605	0.00	0.13	0.00	0.00
7606	0.00	0.13	0.00	0.00
7607	0.00	0.00	0.00	0.00
7608	0.00	0.00	0.00	0.00
7609	0.00	0.00	0.00	0.00
7610	0.00	0.00	0.00	0.00
7611	0.00	0.00	0.00	0.00
7612	0.00	0.00	0.00	0.00
7613	0.00	0.00	0.00	0.00
7614	0.00	0.00	0.00	0.00
7615	0.00	0.00	0.00	0.00
7616	0.00	0.00	0.00	0.00
7617	0.00	0.00	0.00	0.00
7618	0.00	0.00	0.00	0.00
7619	0.00	0.00	0.00	0.00
7620	0.00	0.00	0.00	0.00
7621	0.00	0.00	0.00	0.00
7622	0.00	0.00	0.00	0.00
7623	0.00	0.00	0.00	0.00
7624	0.00	0.00	0.00	0.00
7625	0.00	0.00	0.00	0.00
7626	0.00	0.00	0.00	0.93
7627	3.74	0.93	0.93	0.93
7628	3.74	0.93	0.93	0.93
7629	3.74	0.93	0.93	0.93
7630	3.74	0.93	0.93	0.93
7631	3.74	0.93	0.93	1.94
7632	3.06	0.06	0.06	1.94
7633	3.06	0.06	0.06	1.94
7634	3.06	0.06	0.06	1.94
7635	3.06	0.06	0.06	1.94
7636	3.06	0.06	0.06	0.14
7637	0.20	0.00	0.00	0.14
7638	0.20	0.00	0.00	0.14
7639	0.20	0.00	0.00	0.14
7640	0.20	0.00	0.00	0.14
7641	0.20	0.00	0.00	1.86
7642	0.00	2.80	0.00	1.86
7643	0.00	2.80	0.00	1.86
7644	0.00	2.80	0.00	1.86
7645	0.00	2.80	0.00	1.86
7646	0.00	2.80	0.00	1.07
7647	0.00	1.13	0.93	1.07
7648	0.00	1.13	0.93	1.07
7649	0.00	1.13	0.93	1.07
7650	0.00	1.13	0.93	1.07
7651	0.00	1.13	0.93	1.94
7652	0.94	0.06	0.06	1.94
7653	0.94	0.06	0.06	1.94
7654	0.94	0.06	0.06	1.94
7655	0.94	0.06	0.06	1.94
7656	0.94	0.06	0.06	0.13
7657	0.06	0.00	0.00	0.13
7658	0.06	0.00	0.00	0.13
7659	0.06	0.00	0.00	0.13
7660	0.06	0.00	0.00	0.13
7661	0.06	0.00	0.00	0.00
7662	0.00	0.00	0.00	0.00
7663	0.00	0.00	0.00	0.00
7664	0.00	0.00	0.00	0.00
7665	0.00	0.00	0.00	0.00
7666	0.00	0.00	0.00	0.00
7667	0.00	0.00	0.00	0.00
7668	0.00	0.00	0.00	0.00
7669	0.00	0.00	0.00	0.00
7670	0.00	0.00	0.00	0.00
7671	0.00	0.00	0.00	0.00
7672	0.00	0.00	0.00	0.00
7673	0.00	0.00	0.00	0.00
7674	0.00	0.00	0.00	0.00
7675	0.00	0.00	0.00	0.00
7676	0.00	0.00	0.00	0.00
7677	0.00	0.00	0.00	0.00
7678	0.00	0.00	0.00	0.00
7679	0.00	0.00	0.00	0.00
7680	0.00	0.00	0.00	0.00
7681	0.00	0.00	0.00	0.94
7682	0.94	0.00	0.00	0.94
7683	0.94	0.00	0.00	0.94
7684	0.94	0.00	0.00	0.94
7685	0.94	0.00	0.00	0.94
7686	0.94	0.00	0.00	2.87
7687	2.87	0.94	1.87	2.87
7688	2.87	0.94	1.87	2.87
7689	2.87	0.94	1.87	2.87
7690	2.87	0.94	1.87	2.87
7691	2.87	0.94	1.87	1.13
7692	0.19	0.06	0.13	1.13
7693	0.19	0.06	0.13	1.13
7694	0.19	0.06	0.13	1.13
7695	0.19	0.06	0.13	1.13
7696	0.19	0.06	0.13	0.07
7697	0.00	0.00	0.00	0.07
7698	0.00	0.00	0.00	0.07
7699	0.00	0.00	0.00	0.07
7700	0.00	0.00	0.00	0.07
7701	0.00	0.00	0.00	0.00
7702	0.00	0.00	0.00	0.00
7703	0.00	0.00	0.00	0.00
7704	0.00	0.00	0.00	0.00
7705	0.00	0.00	0.00	0.00
7706	0.00	0.00	0.00	0.92
7707	0.00	0.00	0.00	0.92
7708	0.00	0.00	0.00	0.92
7709	0.00	0.00	0.00	0.92
7710	0.00	0.00	0.00	0.92
7711	0.00	0.00	0.00	0.08
7712	0.00	0.00	0.00	0.08
7713	0.00	0.00	0.00	0.08
7714	0.00	0.00	0.00	0.08
7715	0.00	0.00	0.00	0.08
7716	0.00	0.00	0.00	0.00
7717	0.00	0.00	0.00	0.00
7718	0.00	0.00	0.00	0.00
7719	0.00	0.00	0.00	0.00
7720	0.00	0.00	0.00	0.00
7721	0.00	0.00	0.00	0.00
7722	0.00	0.00	0.00	0.00
7723	0.00	0.00	0.00	0.00
7724	0.00	0.00	0.00	0.00
7725	0.00	0.00	0.00	0.00
7726	0.00	0.00	0.00	5.63
7727	6.57	2.82	1.88	5.63
7728	6.57	2.82	1.88	5.63
7729	6.57	2.82	1.88	5.63
7730	6.57	2.82	1.88	5.63
7731	6.57	2.82	1.88	2.27
7732	1.40	2.07	1.07	2.27
7733	1.40	2.07	1.07	2.27
7734	1.40	2.07	1.07	2.27
7735	1.40	2.07	1.07	2.27
7736	1.40	2.07	1.07	2.00
7737	1.00	0.13	0.06	2.00
7738	1.00	0.13	0.06	2.00
7739	1.00	0.13	0.06	2.00
7740	1.00	0.13	0.06	2.00
7741	1.00	0.13	0.06	0.13
7742	0.07	0.00	0.00	0.13
7743	0.07	0.00	0.00	0.13
7744	0.07	0.00	0.00	0.13
7745	0.07	0.00	0.00	0.13
7746	0.07	0.00	0.00	0.00
7747	1.88	0.94	2.82	0.00
7748	1.88	0.94	2.82	0.00
7749	1.88	0.94	2.82	0.00
7750	1.88	0.94	2.82	0.00
7751	1.88	0.94	2.82	1.87
7752	2.00	2.87	1.13	1.87
7753	2.00	2.87	1.13	1.87
7754	2.00	2.87	1.13	1.87
7755	2.00	2.87	1.13	1.87
7756	2.00	2.87	1.13	0.13
7757	0.13	0.20	0.07	0.13
7758	0.13	0.20	0.07	0.13
7759	0.13	0.20	0.07	0.13
7760	0.13	0.20	0.07	0.13
7761	0.13	0.20	0.07	0.00
7762	0.00	0.00	0.00	0.00
7763	0.00	0.00	0.00	0.00
7764	0.00	0.00	0.00	0.00
7765	0.00	0.00	0.00	0.00
7766	0.00	0.00	0.00	0.93
7767	0.00	0.00	0.00	0.93
7768	0.00	0.00	0.00	0.93
7769	0.00	0.00	0.00	0.93
7770	0.00	0.00	0.00	0.93
7771	0.00	0.00	0.00	1.00
7772	0.00	0.94	0.00	1.00
7773	0.00	0.94	0.00	1.00
7774	0.00	0.94	0.00	1.00
7775	0.00	0.94	0.00	1.00
7776	0.00	0.94	0.00	1.00
7777	0.00	0.06	0.00	1.00
7778	0.00	0.06	0.00	1.00
7779	0.00	0.06	0.00	1.00
7780	0.00	0.06	0.00	1.00
7781	0.00	0.06	0.00	0.07
7782	0.00	0.00	0.00	0.07
7783	0.00	0.00	0.00	0.07
7784	0.00	0.00	0.00	0.07
7785	0.00	0.00	0.00	0.07
7786	0.00	0.00	0.00	0.94
7787	0.94	0.00	0.00	0.94
7788	0.94	0.00	0.00	0.94
7789	0.94	0.00	0.00	0.94
7790	0.94	0.00	0.00	0.94
7791	0.94	0.00	0.00	0.07
7792	0.07	0.00	0.00	0.07
7793	0.07	0.00	0.00	0.07
7794	0.07	0.00	0.00	0.07
7795	0.07	0.00	0.00	0.07
7796	0.07	0.00	0.00	0.00
7797	0.00	0.00	0.00	0.00
7798	0.00	0.00	0.00	0.00
7799	0.00	0.00	0.00	0.00
7800	0.00	0.00	0.00	0.00
7801	0.00	0.00	0.00	0.94
7802	32.74	0.94	0.94	0.94
7803	32.74	0.94	0.94	0.94
7804	32.74	0.94	0.94	0.94
7805	32.74	0.94	0.94	0.94
7806	32.74	0.94	0.94	0.06
7807	2.21	0.06	0.06	0.06
7808	2.21	0.06	0.06	0.06
7809	2.21	0.06	0.06	0.06
7810	2.21	0.06	0.06	0.06
7811	2.21	0.06	0.06	0.00
7812	0.94	0.00	0.00	0.00
7813	0.94	0.00	0.00	0.00
7814	0.94	0.00	0.00	0.00
7815	0.94	0.00	0.00	0.00
7816	0.94	0.00	0.00	0.94
7817	0.06	0.00	0.00	0.94
7818	0.06	0.00	0.00	0.94
7819	0.06	0.00	0.00	0.94
7820	0.06	0.00	0.00	0.94
7821	0.06	0.00	0.00	0.06
7822	0.00	0.00	0.00	0.06
7823	0.00	0.00	0.00	0.06
7824	0.00	0.00	0.00	0.06
7825	0.00	0.00	0.00	0.06
7826	0.00	0.00	0.00	0.00
7827	0.00	0.00	0.00	0.00
7828	0.00	0.00	0.00	0.00
7829	0.00	0.00	0.00	0.00
7830	0.00	0.00	0.00	0.00
7831	0.00	0.00	0.00	0.00
7832	0.00	0.00	0.00	0.00
7833	0.00	0.00	0.00	0.00
7834	0.00	0.00	0.00	0.00
7835	0.00	0.00	0.00	0.00
7836	0.00	0.00	0.00	0.94
7837	0.94	0.00	0.00	0.94
7838	0.94	0.00	0.00	0.94
7839	0.94	0.00	0.00	0.94
7840	0.94	0.00	0.00	0.94
7841	0.94	0.00	0.00	0.06
7842	0.06	0.00	0.00	0.06
7843	0.06	0.00	0.00	0.06
7844	0.06	0.00	0.00	0.06
7845	0.06	0.00	0.00	0.06
7846	0.06	0.00	0.00	0.00
7847	0.00	0.00	0.00	0.00
7848	0.00	0.00	0.00	0.00
7849	0.00	0.00	0.00	0.00
7850	0.00	0.00	0.00	0.00
7851	0.00	0.00	0.00	0.93
7852	0.00	0.00	0.00	0.93
7853	0.00	0.00	0.00	0.93
7854	0.00	0.00	0.00	0.93
7855	0.00	0.00	0.00	0.93
7856	0.00	0.00	0.00	0.06
7857	0.00	0.00	0.00	0.06
7858	0.00	0.00	0.00	0.06
7859	0.00	0.00	0.00	0.06
7860	0.00	0.00	0.00	0.06
7861	0.00	0.00	0.00	0.00
7862	0.00	0.00	0.00	0.00
7863	0.00	0.00	0.00	0.00
7864	0.00	0.00	0.00	0.00
7865	0.00	0.00	0.00	0.00
7866	0.00	0.00	0.00	0.94
