date,CPU 1
2139,0.06
2140,0.06
2141,0.06
2142,2.82
2143,2.82
2144,2.82
2145,2.82
2146,2.82
2147,0.22
2148,0.22
2149,0.22
2150,0.22
2151,0.22
2152,3.74
2153,3.74
2154,3.74
2155,3.74
2156,3.74
2157,1.19
2158,1.19
2159,1.19
2160,1.19
2161,1.19
2162,4.77
2163,4.77
2164,4.77
2165,4.77
2166,4.77
2167,3.12
2168,3.12
2169,3.12
2170,3.12
2171,3.12
2172,0.19
2173,0.19
2174,0.19
2175,0.19
2176,0.19
2177,6.56
2178,6.56
2179,6.56
2180,6.56
2181,6.56
2182,4.18
2183,4.18
2184,4.18
2185,4.18
2186,4.18
2187,2.12
2188,2.12
2189,2.12
2190,2.12
2191,2.12
2192,2.94
2193,2.94
2194,2.94
2195,2.94
2196,2.94
2197,5.82
2198,5.82
2199,5.82
2200,5.82
2201,5.82
2202,1.35
2203,1.35
2204,1.35
2205,1.35
2206,1.35
2207,1.00
2208,1.00
2209,1.00
2210,1.00
2211,1.00
2212,2.88
2213,2.88
2214,2.88
2215,2.88
2216,2.88
2217,0.17
2218,0.17
2219,0.17
2220,0.17
2221,0.17
2222,0.94
2223,0.94
2224,0.94
2225,0.94
2226,0.94
2227,0.06
2228,0.06
2229,0.06
2230,0.06
2231,0.06
2232,0.00
2233,0.00
2234,0.00
2235,0.00
2236,0.00
2237,1.88
2238,1.88
2239,1.88
2240,1.88
2241,1.88
2242,0.12
2243,0.12
2244,0.12
2245,0.12
2246,0.12
2247,0.00
2248,0.00
2249,0.00
2250,0.00
2251,0.00
2252,0.00
2253,0.00
2254,0.00
2255,0.00
2256,0.00
2257,0.00
2258,0.00
2259,0.00
2260,0.00
2261,0.00
2262,0.00
2263,0.00
2264,0.00
2265,0.00
2266,0.00
2267,0.00
2268,0.00
2269,0.00
2270,0.00
2271,0.00
2272,0.00
2273,0.00
2274,0.00
2275,0.00
2276,0.00
2277,0.00
2278,0.00
2279,0.00
2280,0.00
2281,0.00
2282,0.00
2283,0.00
2284,0.00
2285,0.00
2286,0.00
2287,0.00
2288,0.00
2289,0.00
2290,0.00
2291,0.00
2292,0.00
2293,0.00
2294,0.00
2295,0.00
2296,0.00
2297,0.00
2298,0.00
2299,0.00
2300,0.00
2301,0.00
2302,0.00
2303,0.00
2304,0.00
2305,0.00
2306,0.00
2307,0.00
2308,0.00
2309,0.00
2310,0.00
2311,0.00
2312,0.93
2313,0.93
2314,0.93
2315,0.93
2316,0.93
2317,0.06
2318,0.06
2319,0.06
2320,0.06
2321,0.06
2322,0.94
2323,0.94
2324,0.94
2325,0.94
2326,0.94
2327,0.06
2328,0.06
2329,0.06
2330,0.06
2331,0.06
2332,3.75
2333,3.75
2334,3.75
2335,3.75
2336,3.75
2337,19.92
2338,19.92
2339,19.92
2340,19.92
2341,19.92
2342,14.43
2343,14.43
2344,14.43
2345,14.43
2346,14.43
2347,13.06
2348,13.06
2349,13.06
2350,13.06
2351,13.06
2352,8.32
2353,8.32
2354,8.32
2355,8.32
2356,8.32
2357,8.00
2358,8.00
2359,8.00
2360,8.00
2361,8.00
2362,8.94
2363,8.94
2364,8.94
2365,8.94
2366,8.94
2367,9.00
2368,9.00
2369,9.00
2370,9.00
2371,9.00
2372,3.38
2373,3.38
2374,3.38
2375,3.38
2376,3.38
2377,0.20
2378,0.20
2379,0.20
2380,0.20
2381,0.20
2382,0.94
2383,0.94
2384,0.94
2385,0.94
2386,0.94
2387,0.06
2388,0.06
2389,0.06
2390,0.06
2391,0.06
2392,0.94
2393,0.94
2394,0.94
2395,0.94
2396,0.94
2397,17.85
2398,17.85
2399,17.85
2400,17.85
2401,17.85
2402,1.16
2403,1.16
2404,1.16
2405,1.16
2406,1.16
2407,0.00
2408,0.00
2409,0.00
2410,0.00
2411,0.00
2412,0.00
2413,0.00
2414,0.00
2415,0.00
2416,0.00
2417,0.00
2418,0.00
2419,0.00
2420,0.00
2421,0.00
2422,2.82
2423,2.82
2424,2.82
2425,2.82
2426,2.82
2427,4.87
2428,4.87
2429,4.87
2430,4.87
2431,4.87
2432,3.12
2433,3.12
2434,3.12
2435,3.12
2436,3.12
2437,3.94
2438,3.94
2439,3.94
2440,3.94
2441,3.94
2442,4.00
2443,4.00
2444,4.00
2445,4.00
2446,4.00
2447,2.12
2448,2.12
2449,2.12
2450,2.12
2451,2.12
2452,2.00
2453,2.00
2454,2.00
2455,2.00
2456,2.00
2457,2.94
2458,2.94
2459,2.94
2460,2.94
2461,2.94
2462,2.06
2463,2.06
2464,2.06
2465,2.06
2466,2.06
2467,3.88
2468,3.88
2469,3.88
2470,3.88
2471,3.88
2472,3.06
2473,3.06
2474,3.06
2475,3.06
2476,3.06
2477,0.19
2478,0.19
2479,0.19
2480,0.19
2481,0.19
2482,0.00
2483,0.00
2484,0.00
2485,0.00
2486,0.00
2487,0.00
2488,0.00
2489,0.00
2490,0.00
2491,0.00
2492,0.00
2493,0.00
2494,0.00
2495,0.00
2496,0.00
2497,0.00
2498,0.00
2499,0.00
2500,0.00
2501,0.00
2502,3.75
2503,3.75
2504,3.75
2505,3.75
2506,3.75
2507,1.22
2508,1.22
2509,1.22
2510,1.22
2511,1.22
2512,0.06
2513,0.06
2514,0.06
2515,0.06
2516,0.06
2517,0.93
2518,0.93
2519,0.93
2520,0.93
2521,0.93
2522,1.00
2523,1.00
2524,1.00
2525,1.00
2526,1.00
2527,0.06
2528,0.06
2529,0.06
2530,0.06
2531,0.06
2532,0.00
2533,0.00
2534,0.00
2535,0.00
2536,0.00
2537,0.00
2538,0.00
2539,0.00
2540,0.00
2541,0.00
2542,0.94
2543,0.94
2544,0.94
2545,0.94
2546,0.94
2547,0.06
2548,0.06
2549,0.06
2550,0.06
2551,0.06
2552,0.00
2553,0.00
2554,0.00
2555,0.00
2556,0.00
2557,0.00
2558,0.00
2559,0.00
2560,0.00
2561,0.00
2562,0.94
2563,0.94
2564,0.94
2565,0.94
2566,0.94
2567,0.06
2568,0.06
2569,0.06
2570,0.06
2571,0.06
2572,0.00
2573,0.00
2574,0.00
2575,0.00
2576,0.00
2577,0.00
2578,0.00
2579,0.00
2580,0.00
2581,0.00
2582,0.00
2583,0.00
2584,0.00
2585,0.00
2586,0.00
2587,0.00
2588,0.00
2589,0.00
2590,0.00
2591,0.00
2592,0.00
2593,0.00
2594,0.00
2595,0.00
2596,0.00
2597,0.00
2598,0.00
2599,0.00
2600,0.00
2601,0.00
2602,0.00
2603,0.00
2604,0.00
2605,0.00
2606,0.00
2607,0.00
2608,0.00
2609,0.00
2610,0.00
2611,0.00
2612,0.94
2613,0.94
2614,0.94
2615,0.94
2616,0.94
2617,1.00
2618,1.00
2619,1.00
2620,1.00
2621,1.00
2622,1.00
2623,1.00
2624,1.00
2625,1.00
2626,1.00
2627,0.06
2628,0.06
2629,0.06
2630,0.06
2631,0.06
2632,0.00
2633,0.00
2634,0.00
2635,0.00
2636,0.00
2637,0.00
2638,0.00
2639,0.00
2640,0.00
2641,0.00
2642,0.00
2643,0.00
2644,0.00
2645,0.00
2646,0.00
2647,0.00
2648,0.00
2649,0.00
2650,0.00
2651,0.00
2652,3.69
2653,3.69
2654,3.69
2655,3.69
2656,3.69
2657,0.26
2658,0.26
2659,0.26
2660,0.26
2661,0.26
2662,0.00
2663,0.00
2664,0.00
2665,0.00
2666,0.00
2667,0.00
2668,0.00
2669,0.00
2670,0.00
2671,0.00
2672,1.88
2673,1.88
2674,1.88
2675,1.88
2676,1.88
2677,2.93
2678,2.93
2679,2.93
2680,2.93
2681,2.93
2682,11.41
2683,11.41
2684,11.41
2685,11.41
2686,11.41
2687,2.64
2688,2.64
2689,2.64
2690,2.64
2691,2.64
2692,2.00
2693,2.00
2694,2.00
2695,2.00
2696,2.00
2697,15.13
2698,15.13
2699,15.13
2700,15.13
2701,15.13
2702,10.37
2703,10.37
2704,10.37
2705,10.37
2706,10.37
2707,15.64
2708,15.64
2709,15.64
2710,15.64
2711,15.64
2712,17.88
2713,17.88
2714,17.88
2715,17.88
2716,17.88
2717,30.18
2718,30.18
2719,30.18
2720,30.18
2721,30.18
2722,15.97
2723,15.97
2724,15.97
2725,15.97
2726,15.97
2727,10.33
2728,10.33
2729,10.33
2730,10.33
2731,10.33
2732,15.65
2733,15.65
2734,15.65
2735,15.65
2736,15.65
2737,5.68
2738,5.68
2739,5.68
2740,5.68
2741,5.68
2742,15.32
2743,15.32
2744,15.32
2745,15.32
2746,15.32
2747,7.58
2748,7.58
2749,7.58
2750,7.58
2751,7.58
2752,5.13
2753,5.13
2754,5.13
2755,5.13
2756,5.13
2757,8.75
2758,8.75
2759,8.75
2760,8.75
2761,8.75
2762,11.81
2763,11.81
2764,11.81
2765,11.81
2766,11.81
2767,22.28
2768,22.28
2769,22.28
2770,22.28
2771,22.28
2772,13.67
2773,13.67
2774,13.67
2775,13.67
2776,13.67
2777,14.87
2778,14.87
2779,14.87
2780,14.87
2781,14.87
2782,14.06
2783,14.06
2784,14.06
2785,14.06
2786,14.06
2787,17.75
2788,17.75
2789,17.75
2790,17.75
2791,17.75
2792,21.76
2793,21.76
2794,21.76
2795,21.76
2796,21.76
2797,18.25
2798,18.25
2799,18.25
2800,18.25
2801,18.25
2802,21.75
2803,21.75
2804,21.75
2805,21.75
2806,21.75
2807,17.31
2808,17.31
2809,17.31
2810,17.31
2811,17.31
2812,6.71
2813,6.71
2814,6.71
2815,6.71
2816,6.71
2817,20.05
2818,20.05
2819,20.05
2820,20.05
2821,20.05
2822,28.48
2823,28.48
2824,28.48
2825,28.48
2826,28.48
2827,14.06
2828,14.06
2829,14.06
2830,14.06
2831,14.06
2832,22.36
2833,22.36
2834,22.36
2835,22.36
2836,22.36
2837,32.38
2838,32.38
2839,32.38
2840,32.38
2841,32.38
2842,10.51
2843,10.51
2844,10.51
2845,10.51
2846,10.51
2847,25.88
2848,25.88
2849,25.88
2850,25.88
2851,25.88
2852,23.26
2853,23.26
2854,23.26
2855,23.26
2856,23.26
2857,8.00
2858,8.00
2859,8.00
2860,8.00
2861,8.00
2862,21.04
2863,21.04
2864,21.04
2865,21.04
2866,21.04
2867,16.36
2868,16.36
2869,16.36
2870,16.36
2871,16.36
2872,15.06
2873,15.06
2874,15.06
2875,15.06
2876,15.06
2877,32.80
2878,32.80
2879,32.80
2880,32.80
2881,32.80
2882,20.08
2883,20.08
2884,20.08
2885,20.08
2886,20.08
2887,19.00
2888,19.00
2889,19.00
2890,19.00
2891,19.00
2892,21.81
2893,21.81
2894,21.81
2895,21.81
2896,21.81
2897,26.69
2898,26.69
2899,26.69


