date,CPU 1,CPU 2,CPU 3,CPU 4
775,1.18,1.00,0.94,3.76
776,1.18,1.00,0.94,1.19
777,1.00,3.81,0.06,1.19
778,1.00,3.81,0.06,1.19
779,1.00,3.81,0.06,1.19
780,1.00,3.81,0.06,1.19
781,1.00,3.81,0.06,1.94
782,1.94,0.26,0.00,1.94
783,1.94,0.26,0.00,1.94
784,1.94,0.26,0.00,1.94
785,1.94,0.26,0.00,1.94
786,1.94,0.26,0.00,1.06
787,4.82,0.00,0.00,1.06
788,4.82,0.00,0.00,1.06
789,4.82,0.00,0.00,1.06
790,4.82,0.00,0.00,1.06
791,4.82,0.00,0.00,1.00
792,4.06,0.94,0.00,1.00
793,4.06,0.94,0.00,1.00
794,4.06,0.94,0.00,1.00
795,4.06,0.94,0.00,1.00
796,4.06,0.94,0.00,2.88
797,2.12,1.94,1.88,2.88
798,2.12,1.94,1.88,2.88
799,2.12,1.94,1.88,2.88
800,2.12,1.94,1.88,2.88
801,2.12,1.94,1.88,2.07
802,2.00,2.00,0.13,2.07
803,2.00,2.00,0.13,2.07
804,2.00,2.00,0.13,2.07
805,2.00,2.00,0.13,2.07
806,2.00,2.00,0.13,1.07
807,4.80,1.07,0.00,1.07
808,4.80,1.07,0.00,1.07
809,4.80,1.07,0.00,1.07
810,4.80,1.07,0.00,1.07
811,4.80,1.07,0.00,1.00
812,5.00,1.00,0.00,1.00
813,5.00,1.00,0.00,1.00
814,5.00,1.00,0.00,1.00
815,5.00,1.00,0.00,1.00
816,5.00,1.00,0.00,1.94
817,2.18,1.00,0.94,1.94
818,2.18,1.00,0.94,1.94
819,2.18,1.00,0.94,1.94
820,2.18,1.00,0.94,1.94
821,2.18,1.00,0.94,1.07
822,0.14,4.72,0.07,1.07
823,0.14,4.72,0.07,1.07
824,0.14,4.72,0.07,1.07
825,0.14,4.72,0.07,1.07
826,0.14,4.72,0.07,1.95
827,0.00,3.10,0.00,1.95
828,0.00,3.10,0.00,1.95
829,0.00,3.10,0.00,1.95
830,0.00,3.10,0.00,1.95
831,0.00,3.10,0.00,1.06
832,5.63,0.18,0.94,1.06
833,5.63,0.18,0.94,1.06
834,5.63,0.18,0.94,1.06
835,5.63,0.18,0.94,1.06
836,5.63,0.18,0.94,1.00
837,4.13,0.00,1.00,1.00
838,4.13,0.00,1.00,1.00
839,4.13,0.00,1.00,1.00
840,4.13,0.00,1.00,1.00
841,4.13,0.00,1.00,1.94
842,4.00,0.00,0.06,1.94
843,4.00,0.00,0.06,1.94
844,4.00,0.00,0.06,1.94
845,4.00,0.00,0.06,1.94
846,4.00,0.00,0.06,1.06
847,3.06,0.00,0.00,1.06
848,3.06,0.00,0.00,1.06
849,3.06,0.00,0.00,1.06
850,3.06,0.00,0.00,1.06
851,3.06,0.00,0.00,1.94
852,3.94,0.00,0.00,1.94
853,3.94,0.00,0.00,1.94
854,3.94,0.00,0.00,1.94
855,3.94,0.00,0.00,1.94
856,3.94,0.00,0.00,0.13
857,3.06,0.94,0.94,0.13
858,3.06,0.94,0.94,0.13
859,3.06,0.94,0.94,0.13
860,3.06,0.94,0.94,0.13
861,3.06,0.94,0.94,0.94
862,3.00,0.06,0.06,0.94
863,3.00,0.06,0.06,0.94
864,3.00,0.06,0.06,0.94
865,3.00,0.06,0.06,0.94
866,3.00,0.06,0.06,1.93
867,3.00,0.00,0.00,1.93
868,3.00,0.00,0.00,1.93
869,3.00,0.00,0.00,1.93
870,3.00,0.00,0.00,1.93
871,3.00,0.00,0.00,1.06
872,1.13,4.69,1.87,1.06
873,1.13,4.69,1.87,1.06
874,1.13,4.69,1.87,1.06
875,1.13,4.69,1.87,1.06
876,1.13,4.69,1.87,2.88
877,1.00,3.12,2.00,2.88
878,1.00,3.12,2.00,2.88
879,1.00,3.12,2.00,2.88
880,1.00,3.12,2.00,2.88
881,1.00,3.12,2.00,4.88
882,2.88,0.17,0.12,4.88
883,2.88,0.17,0.12,4.88
884,2.88,0.17,0.12,4.88
885,2.88,0.17,0.12,4.88
886,2.88,0.17,0.12,2.21
887,3.00,4.66,1.86,2.21
888,3.00,4.66,1.86,2.21
889,3.00,4.66,1.86,2.21
890,3.00,4.66,1.86,2.21
891,3.00,4.66,1.86,7.63
892,5.81,3.12,2.94,7.63
893,5.81,3.12,2.94,7.63
894,5.81,3.12,2.94,7.63
895,5.81,3.12,2.94,7.63
896,5.81,3.12,2.94,14.55
897,27.53,42.32,5.81,14.55
898,27.53,42.32,5.81,14.55
899,27.53,42.32,5.81,14.55
900,27.53,42.32,5.81,14.55
901,27.53,42.32,5.81,6.57
902,14.95,31.89,5.06,6.57
903,14.95,31.89,5.06,6.57
904,14.95,31.89,5.06,6.57
905,14.95,31.89,5.06,6.57
906,14.95,31.89,5.06,11.60
907,17.74,28.20,6.87,11.60
908,17.74,28.20,6.87,11.60
909,17.74,28.20,6.87,11.60
910,17.74,28.20,6.87,11.60
911,17.74,28.20,6.87,15.74
912,8.65,22.39,7.93,15.74
913,8.65,22.39,7.93,15.74
914,8.65,22.39,7.93,15.74
915,8.65,22.39,7.93,15.74
916,8.65,22.39,7.93,11.31
917,19.25,28.56,7.06,11.31
918,19.25,28.56,7.06,11.31
919,19.25,28.56,7.06,11.31
920,19.25,28.56,7.06,11.31
921,19.25,28.56,7.06,8.19
922,15.31,21.50,6.06,8.19
923,15.31,21.50,6.06,8.19
924,15.31,21.50,6.06,8.19
925,15.31,21.50,6.06,8.19
926,15.31,21.50,6.06,2.39
927,2.85,2.30,0.39,2.39
928,2.85,2.30,0.39,2.39
929,2.85,2.30,0.39,2.39
930,2.85,2.30,0.39,2.39
931,2.85,2.30,0.39,2.00
932,1.06,0.06,0.00,2.00
933,1.06,0.06,0.00,2.00
934,1.06,0.06,0.00,2.00
935,1.06,0.06,0.00,2.00
936,1.06,0.06,0.00,1.07
937,0.07,1.87,0.00,1.07
938,0.07,1.87,0.00,1.07
939,0.07,1.87,0.00,1.07
940,0.07,1.87,0.00,1.07
941,0.07,1.87,0.00,1.00
942,0.93,1.07,0.00,1.00
943,0.93,1.07,0.00,1.00
944,0.93,1.07,0.00,1.00
945,0.93,1.07,0.00,1.00
946,0.93,1.07,0.00,0.07
947,0.07,1.93,0.93,0.07
948,0.07,1.93,0.93,0.07
949,0.07,1.93,0.93,0.07
950,0.07,1.93,0.93,0.07
951,0.07,1.93,0.93,2.81
952,2.81,2.00,1.94,2.81
953,2.81,2.00,1.94,2.81
954,2.81,2.00,1.94,2.81
955,2.81,2.00,1.94,2.81
956,2.81,2.00,1.94,10.47
957,2.07,19.74,4.80,10.47
958,2.07,19.74,4.80,10.47
959,2.07,19.74,4.80,10.47
960,2.07,19.74,4.80,10.47
961,2.07,19.74,4.80,3.49
962,0.12,4.09,0.30,3.49
963,0.12,4.09,0.30,3.49
964,0.12,4.09,0.30,3.49
965,0.12,4.09,0.30,3.49
966,0.12,4.09,0.30,1.14
967,0.00,3.00,0.93,1.14
968,0.00,3.00,0.93,1.14
969,0.00,3.00,0.93,1.14
970,0.00,3.00,0.93,1.14
971,0.00,3.00,0.93,2.88
972,0.00,2.06,1.00,2.88
973,0.00,2.06,1.00,2.88
974,0.00,2.06,1.00,2.88
975,0.00,2.06,1.00,2.88
976,0.00,2.06,1.00,2.06
977,1.87,0.13,1.94,2.06
978,1.87,0.13,1.94,2.06
979,1.87,0.13,1.94,2.06
980,1.87,0.13,1.94,2.06
981,1.87,0.13,1.94,2.93
982,0.13,0.93,1.07,2.93
983,0.13,0.93,1.07,2.93
984,0.13,0.93,1.07,2.93
985,0.13,0.93,1.07,2.93
986,0.13,0.93,1.07,1.12
987,0.00,1.94,1.00,1.12
988,0.00,1.94,1.00,1.12
989,0.00,1.94,1.00,1.12
990,0.00,1.94,1.00,1.12
991,0.00,1.94,1.00,1.00
992,0.00,2.94,0.06,1.00
993,0.00,2.94,0.06,1.00
994,0.00,2.94,0.06,1.00
995,0.00,2.94,0.06,1.00
996,0.00,2.94,0.06,1.94
997,0.94,1.12,0.00,1.94
998,0.94,1.12,0.00,1.94
999,0.94,1.12,0.00,1.94
1000,0.94,1.12,0.00,1.94

